codigo_barras,nome,categoria,preco,quantidade,validade
7891000396886,Produto 8034,Categoria A,95,7,14/02/2033
7891000395343,Produto 6491,Categoria C,95,9,14/06/2030
7891000391619,Produto 2767,Categoria D,95,13,10/02/2028
7891000392291,Produto 3439,Categoria C,95,22,03/03/2029
7891000391187,Produto 2335,Categoria B,95,24,30/06/2028
7891000389051,Produto 199,Categoria A,95,26,28/10/2032
7891000394394,Produto 5542,Categoria C,95,26,15/03/2031
7891000394641,Produto 5789,Categoria D,95,29,27/07/2033
7891000390228,Produto 1376,Categoria B,95,30,29/05/2026
7891000397403,Produto 8551,Categoria C,95,30,22/11/2026
7891000391343,Produto 2491,Categoria C,96,9,05/10/2033
7891000393697,Produto 4845,Categoria D,96,9,29/02/2032
7891000395333,Produto 6481,Categoria C,96,19,28/11/2026
7891000391207,Produto 2355,Categoria B,96,21,12/07/2027
7891000398257,Produto 9405,Categoria C,96,29,09/12/2028
7891000389144,Produto 292,Categoria B,97,6,22/03/2034
7891000389170,Produto 318,Categoria B,97,7,09/03/2026
7891000398717,Produto 9865,Categoria D,97,7,15/08/2032
7891000397698,Produto 8846,Categoria D,97,8,24/10/2029
7891000389744,Produto 892,Categoria D,97,17,29/08/2030
7891000398049,Produto 9197,Categoria A,97,18,16/09/2032
7891000394543,Produto 5691,Categoria C,97,21,05/12/2030
7891000390774,Produto 1922,Categoria D,97,22,11/09/2028
7891000396018,Produto 7166,Categoria A,97,22,26/10/2033
7891000389291,Produto 439,Categoria C,97,27,10/09/2034
7891000392002,Produto 3150,Categoria A,98,3,19/11/2031
7891000391004,Produto 2152,Categoria A,98,5,19/03/2031
7891000393603,Produto 4751,Categoria D,98,6,03/12/2032
7891000397645,Produto 8793,Categoria D,98,7,16/12/2029
7891000389196,Produto 344,Categoria B,98,12,08/06/2034
7891000394553,Produto 5701,Categoria C,98,16,13/10/2028
7891000396901,Produto 8049,Categoria A,98,16,13/11/2031
7891000394523,Produto 5671,Categoria C,98,17,16/09/2033
7891000388942,Produto 90,Categoria A,99,3,04/05/2028
7891000390750,Produto 1898,Categoria D,99,5,31/12/2034
7891000389411,Produto 559,Categoria C,99,7,16/02/2034
7891000391263,Produto 2411,Categoria C,99,12,15/07/2034
7891000390558,Produto 1706,Categoria C,99,17,19/07/2030
7891000394557,Produto 5705,Categoria D,99,19,13/10/2029
7891000391912,Produto 3060,Categoria A,99,21,23/05/2026
7891000398636,Produto 9784,Categoria D,99,27,03/06/2029
7891000391124,Produto 2272,Categoria B,99,29,30/05/2034
7891000396820,Produto 7968,Categoria D,99,29,25/01/2027
7891000396950,Produto 8098,Categoria A,100,3,16/01/2027
7891000392903,Produto 4051,Categoria A,100,5,24/07/2029
7891000392812,Produto 3960,Categoria D,100,7,07/01/2027
7891000396992,Produto 8140,Categoria A,100,8,10/09/2028
7891000396954,Produto 8102,Categoria A,100,9,23/12/2033
7891000391844,Produto 2992,Categoria D,100,10,06/12/2027
7891000388868,Produto 16,Categoria A,100,13,01/09/2030
7891000394049,Produto 5197,Categoria A,100,13,07/11/2026
7891000398704,Produto 9852,Categoria D,100,13,22/05/2026
7891000392283,Produto 3431,Categoria C,100,18,01/08/2033
7891000393520,Produto 4668,Categoria C,100,19,10/01/2027
7891000395576,Produto 6724,Categoria D,100,19,20/01/2029
7891000397899,Produto 9047,Categoria A,100,20,10/02/2033
7891000396977,Produto 8125,Categoria A,100,21,25/08/2030
7891000389884,Produto 1032,Categoria A,100,28,27/05/2028
7891000389052,Produto 200,Categoria A,100,30,15/05/2028
7891000391741,Produto 2889,Categoria D,101,5,04/11/2029
7891000392809,Produto 3957,Categoria D,101,6,24/07/2033
7891000393698,Produto 4846,Categoria D,101,10,03/01/2034
7891000392344,Produto 3492,Categoria C,101,15,11/03/2034
7891000393462,Produto 4610,Categoria C,101,16,11/04/2028
7891000389217,Produto 365,Categoria B,101,17,28/05/2030
7891000390283,Produto 1431,Categoria C,101,21,07/04/2031
7891000398548,Produto 9696,Categoria C,101,23,04/05/2033
